no,text
2192,"Bài hát này thực_sự tệ mà. Sao các bạn cứ phải cố chèo_lái theo kiểu MV đẹp mà, cô ấy xinh mà, nhạc cũng tàm_tạm mà... để cứu_vớt nhưng thật lòng là bài hát quá là dở tệ ấy. Lời chẳng được là bao, mấy đoạn tiếng nước_ngoài rõ là vô_nghĩa. Cô ấy không có giọng phù_hợp để làm ca_sĩ đâu, gọi Chi_Pu 1 tiếng ' ' ca_sĩ ' ' thấy sai quá sai"
2193,hay quá rap mà mặt căn thẳng quá à anh_chị ơi
2194,"Mặt đẹp thôi vẫn chưa đủ để cứu cả cái Mv này, cảm_thấy nực_cười vãi cả lúa = ) ) ) ( ("
2195,Sky ơi cố_gắng đến tết 100tr lượt xem nhé... Cái thằng BBBB ăn ké lên nhanh thật... :tức_giận: :tức_giận: :tức_giận:
2196,:ngạc_nhiên: :ngạc_nhiên: :ngạc_nhiên: Sếp_Tùng :mắt_trái_tim: :mắt_trái_tim: 1tr2 lượt xem rồi cố lên sếp ơi :hôn_gió:
2197,Cảm_ơn vì thằng bạn điếc của tôi đã nghe được
2198,Ôi cái nốt_ruồi của nữ chínhCười sặc máuNói chung mv hay ca_từ bài hát cũng dễ nghe dề thuộc * duy_nhất một câu chúng_ta không thuộc về nhau * :cười_ra_nước_mắt:
2199,hát không đúng nhịp mv: D cần sửa lại nhảy hay đó chị pu
2200,mọi người cố_gắng không thích gấp đôi lượt thích nhé = ) ) ) )
2201,cai cờ cờ gj cug hàn qc. không VIỆT_NAM mà cứ hóng bên hàn làm gi?
2202,không_thể phủ_nhận sự_thật là đã 21tr lượt xem
2203,dạ. mv này hay lắ. cố gắg lên chị nhé. em tin chị làm được ạ
2204,có nút mô mà lặp lại liên_tục không ta?? xem qua rồi chạy lại tiếp bài ni: ) ) bật lap nghe xuyên đêm: ) )
2205,Đúng là có người chỉ nên đi chụp ảnh đóng quảng_cáo thôi còn ca_hát là chuyện của ca_sĩ. Đừng vì tham_lam quá mà nghĩ mình làm được hết mọi chuyện
2206,không có ý_định nge lần 2. thật_sự thì nên làm hotgirt thôi bạn ạk.
2207,Ví_dụ điển_hình của Việt_Nam muốn dùng hàng free mà chất_lượng thì chỉ có đi ăn_cắp
2208,"Thật_sự thì tôi nghe cũng đâu đến_nỗi nhỉ? Nghe kiểu "" nghe hương nghe hoa "" thì ok mà: ) khá là vui_tai"
2209,"Cố lên Chi_Pu. Em thấy bài hát cũng khá hay. Cũng khá bất_ngờ về giọng hát của chi Pu. Không nghĩ khi Chi hát lại được hay vậy. Mặc_dù cũng có 1, 2 câu hát nghe thấy chất giọng hơi yếu yếu xíu của Chi. Mv đẹp hút mắt người xem. Mong_chờ những sản_phẩm tiếp_theo của Chi_Pu. Lúc_nào cũng yêu_mến ủng_hộ Chi_Pu"
2210,Tết đinh dậu ai còn xem? Tội_gì_mà không bỏ lại 1 thích
2211,"mình dau thấy giống bài we don ' tôi talk anymore đâu, nếu thấy dở thì đừng coi còn cứ dô đó không thích làm gì vay, ranh quá"
2212,"Bạn có 1 đứa con, hay 1 đứa em! Nó học hơi kém. Bạn sẽ bảo nó là: Cố_gắng lên, cố_gắng hết khả_năng là sẽ được! Hay bạn sẽ bảo nó là: "" Thôi mày đừng học nữa?!! "" Dù sau_này nó học vẫn không khá hơn nhiều lắm, nhưng nó cũng không hối_hận vì ngày_xưa nó đã cố_gắng thật nhiều! Tuổi_trẻ chỉ có 1 lần, sinh ra để tồn_tại, hay để cống_hiến và trải_nghiệm! Là do bạn quyết_định! Cứ tự_do ngôn_luận đi, cứ chê_bai góp_ý tẹt tèn ten đi, nhưng đừng bảo người ta không làm cái này hay cái kia nữa! Ok!"
2213,Tôi phát bài này vào tang_lễ của mình và mọi người ghen_tị vì họ không được nằm trong quan_tài :đầu_lâu: :đầu_lâu:
2214,Vào chỉ để xem lượt xem nó bao_nhiêu ai_ngờ nghe xong lại quay qua thích = ) ) ) ) ) ) ) ) ) vãi lều thiệt
2215,Đại_diện fan bà Kim_Ngân chúc Tùng thành_công: vậy
2216,"Trong khi người nước_ngoài vào khen không dứt thì đồng_thời người Việt cũng kéo nhau chửi không dứt, soi từa lưa rồi gây_chiến nhiều đến mức fan GD cũng phát nản. Sức_mạnh của ganh_tị và bản_năng bầy đàn của loài_người thật kì_diệu."
2217,"Ê bạn tôi, không nghe được mà tôi mở lên bạn tôi tự_nhiên bảo tôi tất ik á chị. on anh nhé, bạn em nghe được gòi :trái_tim_đỏ:"
2218,"Chị Simmy mặc_dù em thấy cười chút, nhưng em vẫn ủng_hộ không_chỉ là chị Simmy em còn ủng_hộ Hero team mà cố lên Hero mãi đỉnh ๏ _ ๏"
2219,nể hằng này vì cái tài: ) ) ~ uổi trẻ ài cao có khác gét vì quá ngông_cuồng
2220,"lúc đâu ấn không thích vi moi người phê_bình tác_phẩm này nhiều... đến ngày hôm_nay tôi phải bỏ nút không thích thôi... cảm_xúc của tôi khi nghe tác_phẩm này la quan_trọng nhất.... kô ai có_thể ảnh_hưởng duoc tôi... nên khi an nút không thích xong va nghe 1 lần nữa, tôi lai không thích: ) ) )"
2221,"tua tới đoạn Cô Ngân và Simmy bật 1, 25x và quay lại đây"
2222,bài này cũng hay mak có gì đâu mà không thích ghê thế??
2223,Fan_Chim_Sẻ_Đi Nắng chúc Tùng thành_công: 3: 3
2224,Giọng hát của chị không đến mức phải bị nói là quá dở.... Giọng chị không quá đặc_biệt và cũng không được gọi là hay thế nhưng chị đã rất mạnh_mẽ vượt quá_lời không hay mà cố_gắng thật nhiều để cải_thiện bản_thân và ĐÓ MỚI LÀ VIỆC MỘT NGƯỜI NGHỆ_SĨ NÊN LÀM! Luôn ủng_hộ chị và chúc_mừng chị nhé ♡
2225,Yêu_cầu nhà_tù cho đây là những hình_phạt đau_khổ nhất
2226,Nghe được đấy chứ. Được hơn bài Nói_dối ( thảm_hoạ Vpop ) chút_xíu thôi. Chứ đéo thấy ý_nghĩa gì cả.
2227,"Mình vẫn đéo hiểu là Simmy rap gì?, thích phần rap của GB"
2228,Phải công_nhận bài hát Chúng_Ta Không_Thuộc_Về_Nhau thật_sự rất rất hay.... Giai_điệu hay... Hình_ảnh MV đẹp và chất.... Đúng là chàng trai của skyy..... Hay tuyệt_vời luôn đấy anh Tùng ơi... Sky cùng ủng_hộ và nghe thật nhiều nhé! ^ ^
2229,Động_lực nào đã khiến bạn dậy sớm mỗi ngày? Tôi đặt bài này làm nhạc chuông báo_thức :cười_ra_nước_mắt:
2230,Thề lần đầu cũng như lần cuối nghe cái bài này luôn :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:
2231,Chỉ vì cái tus của HT mà mày. người dập tắt niềm hy_vọng của 1 người tài_năng đang phát sáng :mặt_ranh_mãnh: Thứ thế ấy tớ kinh :mặt_ranh_mãnh:
2232,Mẹ.... nhãm vãi cả lúa... Chúng_ta không thuộc về nhau.......... hát hoài_.....
2233,"tôi se cho mọi người biết nhạc này tệ như nào. Khi tôi đang ẻ thì đếnh ẻ được, bật nhạc này lên phọt hết moẹ luôn :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:"
2234,"Chi ơi!!! Mình phải nói chân_thành là bài hát này quá vô_nghĩa, giống trò_cười để mọi người bêu rếu quá bạn à!, bạn đầu_tư hình_ảnh làm gì khi không có tí chất_lượng nào. Mình giận những người bên bạn quá! không ai nhận_xét cho bạn trước khi bạn mang sản_phẩm ra tới công_chúng hay sao.... ngay cả những bài như Con_cò bé bé Mẹ yêu không nào, cháu đi mẫu_giáo còn có nội_dung cụ_thể rõ_ràng, đến quảng_cáo Mì, bia Huda, điện_máy xanh còn có bài hay để người ta hát theo chứ mình không hiểu bài này bạn hát ai nghe...????? Chán lắm Chi à! Bạn hãy xem thử bài debut của Ca nương Kiều_Anh ấy, "" một lần sau cuối "" rất hay và mọi người rất ủng_hộ ; còn bài hát này trống_rỗng và không có gì để nghe cả!."
2235,Mình cũng là fan của Chi_Pu. Nhưng mình thấy không thích bài này. Chả có điểm nhấn gì cả. Không toát lên được cái hồn...
2236,Nhạc thì tệ khỏi nói rồi thằng này nhìn bđ bỏ_mẹ ra bóng bóng bang bang nhìn cũng chả có gì đường_nét vậy_mà cũng khen đẹp_trai được gu thẩm_mĩ lạ quá
2237,Chị làm diễn_viên em sẽ ủng_hộ chứ làm ca_sĩ thì... em xin ngừng
2238,Nghe người ta nói quá củng gắn lên nghe nghe song hết cảm súc
2239,"Mình thấy nghe cung hay mà, mọi người làm gì ma diss thích ghê vậy"
2240,"Bebe shark đến ủng_hộ bố Quí đây, người hát thì hay, bài hát thì đẹp_trai"
2241,hay quá Sếp_Tùng ơi. đừng bận_tâm cmt của anti mà hãy vì sky mà cố_gắng nhé Sếp_MÀY - TP no 1
2242,ngồi nghe lại mấy bài cũ để đợi bài sắp ra thoiii
2243,MV này anh_sơn tùng đầu_tư gê. mời tứ đại mỹ_nhân. bài hát cũng hay nữa. chúc anh thành_công hơn_nữa
2244,"Cố lắm thì đến giây thứ 45 là phải pause, kéo xuống đọc comments vui hơn lol"
2245,"ai từ nhóm VSTAR qua đây không, đoàn mình ấy, xin_lỗi anh Quý :lăn_ra_cười: :mặt_lộn_ngược:"
2246,Trái_tim của 1 nguoi việt_nam thổn_thức vì bạn. Thương bạn! Tôi sẽ mãi support bạn! :dấu_hôn: :hai_trái_tim:
2247,"bạn tôi chơi gay không may bị kẹt lỗ duýt không ẻ được, nhờ việc nghe bài pickle ball mà việc đi ẻ của nó đã trở_thành một niềm hạnh_phúc vô_bờ bếnh!"
2248,vừa hqua còn 18tr hom nay đã 20 rồi...... muốn cao hơn_nữa
2249,Chị sammy và chị simmy em thấy hai chị Quá_trời ngầu
2250,nếu pickleball được ra_mắt vào 1912 thì thảm_hoạ tàu titanic sẽ bị quên là thảm_hoạ khốc_liệt nhất năm đấy
2251,Phá kỉ_lục có lượng không thích nhiều nhất VIỆT_NAM: ) ) ) )
2252,beat thì như của charlie puth. còn style cũng chẳng khác gì bigbang :mặt_ranh_mãnh:
2253,Mình thấy bài này nghe bắt tai cũng hay mag
2254,sau bao_nhiêu lời động_viên của thằng bạn tôi mới dám lên đây nghe bài này: VẬY
2255,Mới 20 ngày đã 40 triệu lượt xem rồi. Quả_thật đây là 1 kỉ_lục của showbit Việt_Nam.
2256,Nhạc rất bắt tai. Nhưng cần hát mạnh hơn_nữa. Dù_sao bài này khá hay = ) ) ) )
2257,"Không nghe thì_thôi, nhưng nghe 1 lần là chỉ muốn nghe lần nữa. Như kiểu bị nghiện: <"
2258,"Rap đoạn khi tôi còn ở đây đứa nào dám động tới Sammy, đi đâu cũng có chữ bảo_vệ Sammy hết, cơm tró kìa trời_ơi"
2259,bống bống bang bang của 365view tăng nhanh hơn CHỊ. tôi. KHÔNG. tôi. VẬY. người gâp mấy lần
2260,Hóng tới đêm nay đón giao_thừa cùng mọi ngườiiiiiiiiiii < 3
2261,mới 1 ngày mà hơn 2 triệu lượt xem ghê thật - _ -
2262,không thích thì vào soi ăn chị * chị ak? không ưa thì lướt... không ai thuê bọn mày vào comment
2263,"Thực_sự nếu bài hát này có 1 giai_điệu khác, 1 tiết_tấu khác, các hiệu_ứng âm_thanh khác, 1 nhạc_sĩ khác, 1 chủ_đề khác, 1 thông_điệp khác và 1 thể_loại khác nó đã có_thể là bài hát hay nhất mọi thởi đại :lửa:"
2264,Check in 2025 fan của sếp được 11 năm rồi :cười_đỏ_má: :trái_tim_đỏ: :trái_tim_đỏ:
2265,Không phải ChiPu hát dở mà thực_sự bài này lời chán thiệt
2266,"Đừng ra_vẻ như mình hỉu biết lắm, tôn_trọng sản_phẩm âm_nhạc của ngta đi, không biết Tùng ntn thì im_lặng đừng sủa như đúng ròi vậy"
2267,Cũng không tệ mà sao không thích lắm thế nhỉ mấy ông?
2268,Thất_bại nhất lịch_sử thảm_hoạ nhất lịch thảm_bại nhất lịch_sử pickleball tệ nhất lịch_sử... huỷ_diệt mạnh nhất lịch_sử... mang tên Pickle ball
2269,Liệu sky thực_hiện ước_mơ 50tr lượt xem không 10h26 đang là 49. 865. 117 sắp không h00 kết_thúc 3 / 9....
2270,"Giọng hát không vấn_đề chỉ là lời bài hát không bắt tai, mình nghĩ là nên chờ_đợi sản_phẩm khác của Chi thì sẽ rõ thôi: "" vậy nhưng_mà Chi xinh vđ"
2271,Chạy ngay đi lạc trôi sang Chúng_ta không thuộc về nhau
2272,hình_như jờ mọi người bơ rồi hay sao ý... vieww tăng quá chậm :khó_chịu: :khó_chịu: :khó_chịu:
2273,"vào trang mình xem những bản cover và video hay đi mấy bạn, cảm_ơn sky :cười_tươi_mắt_to: :cười_tươi_mắt_to:"
2274,"Hương tràm nói_chuyện chán vãi Người ta muốn làm ca_sĩ thì Người ta làm, ai cấm đâu, nói xúc_phạm nghề_nghiệp các kiểu, nói quá rồi. À mình thích nghe nhạc Không hề ghét ai cả."
2275,quá hay luôn anh ơiiii đẹp_trai dã_man luôn
2276,"CHI đã cố_gắng hết_sức rồi = ) ) mọi người nên trân_trọng, không thích thì cũng đừng nên thái hoá quá. Phát_ngôn vô_học: )"
2277,Sky cảm_ơn antifan đã cày hộ MV.. Chung tay góp sức để MV cán mốc 25 triệu lượt lượt xem trong 1 tuần.. 100 triệu lượt lượt xem trong 1 tháng... ha_ha ha - _ -
2278,Bài này hay thật.. giai_điệu vui làm người nghe tâm_trạng tốt hơn
2279,"ms vào xem đã thấy chất ngay từ đầu rồi, không phải sky nhung vẫn thích"
2280,nghe cũng thật không_thể chê nổi. hihi love sky mtp
2281,Chi_Pu mà hát nhạc Ballab thì có_lẽ sẽ không bị phẫn_nộ như_vậy... Thể_loại nhạc này không phù_hợp với Chi
2282,Chúc em và gia_đình mạnh_khoẻ. Theo_đuổi ước_mơ nhé.
2283,"cảm_nhận riêng của mình, thấy rất hay, bất tai. nghe 1 lần thấy bt càng nghe lại thấy hay và thích. cố lên chi pu!!!"
2284,Chi pu hát cũng duoc nhưng bài hát mắc_cười s á dở_dở_ương_ương
2285,"Lần đầu xem MV không hiểu các bạn chê hoài, mình cũng thấy hay đó chứ"
2286,Bài hát thì rất hay còn nội_dung mv thì nhố_nhăng
2287,sky nan roi ha muon bo xa bbbb thi cay nhieu len không bi no vuot mat la nhuc
2288,"Mình từng nghe Chi hát rồi, mình thấy giọng Chi cũng khá hay lúc đó mình nghĩ Chi nên đi hát, bài hát này cũng không phải tệ, giọng hát và phong_cách rất mới dễ ấn_tượng với người nghe. Còn việc các ca_sĩ khác đánh_giá người khác như_vậy thật không hay chút nào, công_việc gì cũng phải có bắt_đầu và phải sửa_đổi nhiều để hoàn_chỉnh hơn. Mình cũng chẳng thích HT chỉ thích các diễn_viên trong MV của HT thôi, nhờ các diễn_viên mà bài hát dễ đưa người khác đến cảm_xúc nhiều hơn, còn giọng hát thì cũng bình_thường thôi. HT hay ai khác đều có quyền đánh_giá bài hát của Chi_Pu nhưng cái đánh_giá người khác tồi_tệ như_vậy thì mình càng là người tồi_tệ hơn, các bạn đang tự hạ thấp bản_thân mình. HT cũng đã phải trả_giá nhờ HT mà bài hát của ChiPu được nhiều người chú_ý hơn và mình chắc một điều là MV tiếp_theo của Chi_Pu sẽ được nhiều người trông_chờ,.. Các ca_sĩ nên nhớ gieo nhân nào thì gặp quả ấy.. ChiPu bạn cũng đừng nãng lòng chỉ cần có 1 người thích là bài hát mình đã thành_công rồi,.. cố_gắng lên, đừng nói gì nhiều ngta sẽ càng ủng_hộ bạn, chẳng ai phụ người có lòng cả,.."
2289,"Tác_giả dám viết, nhạc_sĩ dám phổ nhạc, studio dám thu, ca_sĩ dám hát... Nhưng khán_thính_giả không dám nghe: D Bội_thực showbitch"
2290,"- Mv này nói lên 1 anh_chàng đã cố TẠO NÊN BÚP_BÊ TÌNH_DỤC ĐỂ "" THẨM DU "" nhưng cuối_cùng LẠI thất_bại, gọi là THẤT_BẠI CỦA SỰ TẠO HÓA = ) )"
2291,cơm tró quá to khi chị sammy và anh phong chắc tôi chết
2292,Chipu coi vậy chứ còn hơn con tró LinhKa chảnh choá đó.... người ta còn biết chỗ nào nên dừng còn con tró LinhKa đó nó làm quá lố
2293,dù là Fan chi nhưng phải nói là... trời_ơi..... :khóc: :khóc: :khóc: :khóc:
2294,mv chất lừ chứ.. mấy em anti ấy không thích thì lặng_im đi đừng xem nữa..... đừng có cái kiểu không biết gì cũng vào nói linh_tinh không thấy bêu à... cùng là người việt_nam không hiểu mấy em nghĩ gì nữa. bôi_bác hình_tượng lắm mấy em ạ.. nhận mọi gạch_đá về xây nhà
2295,cảm_thấy âm lòng và hạnh_phúc khi ghe bài này = ) )
2296,Không_thể phủ_nhận được độ hot của Sơn_Tùng vô Đói ở Vpop …
