,processed_text
12690,"Nhạc cũng được nma quay vid thấy rợn lắm :crying_face: :crying_face: râm râm bín thái í , ykr"
12691,"Cái quái gì cũng làm thành bài hát được , hay thật"
12692,Nghe khúm núm vãi : )
12693,Tò mò từ Facebook qua đây nghe thực sự nhạc này nhận xét rằng không % chửi tục không % bạo lực không % TÀI NĂNG :speaking_head: :fire: :fire: Ca sĩ làm làm nhạc :cross_mark: Khi mấy thằng điếc làm nhạc :check_mark:
12694,"Nghe chán , giải nghệ đi là vừa"
12695,Thấy gớm quá bà nội ơi
12696,Nghe nhu cut á !
12698,Bài này ra sớm hơn thì thế chiến thứ hai không thể xảy ra ( vì nghe xong nhảy cầu mẹ đánh đấm gì nữa )
12699,“ Rất hay ” lưu ý đọc kĩ
12700,Nghe thấy hay nhưng sợ bị chửi hông dám cmt khen :face_with_tears_of_joy:
12701,anh đừng quan tâm mấy comment tệ kia vì bài anh không chữ nghĩa nào diễn tả được cái độ tệ đâu : (
12702,Họ có thể sử dụng bài này để lấy lời thú tội của những kẻ giết người hàng loạt
12703,Nếu như bài nhạc này là 1 con list demon trong Geometry Dash thì Zoink sẽ verifed toàn bộ cái ILL chỉ để đẩy level đó thành con rated auto
12704,"cảm ơn anh , vì anh mà thằng bạn em 20 năm liệt cả người thế mà em bật bài này lên nó có thể đứng dậy và tắt nhạc"
12705,Bắt đền anh . tai em bị điếc rồi
12706,Video có ccg ngoài nó quay qua nhìn cam từ từ đâu :face_with_tears_of_joy:
12707,tôi nói thiệt luôn bật bài này Con mèo tôi mở miệng nói chửi tôi tắt đi á :face_with_tears_of_joy:
12708,nhạc nghe như l vậy ?
12709,Hay quá :thumbs_up: anh ơi
12710,"Không giúp được gì cho mọi người , chỉ cho mọi người 1 lời khuyên . Nếu cảm thấy mệt mỏi tuyệt vọng thì hãy nhìn lên bầu trời sẽ thấy 1 vì tinh tú mang chách dêy J97 ! ! Hy vọng J97 sẽ là niềm động lực giúp bạn tốt hơn !"
12711,bài hát quá GAY cấn
12712,Nhạc như cái Iồn
12713,tôi vô để ấn dislike chứ không có nhu cầu nghe :crying_face:
12714,Anh ấy nổi tiếng vì bài hát quá tệ
12715,cảm ơn đỗ phú quý đã giúp bạn tôi đã qua đời hồi sinh và nhắc tôi không được bật nhạc này trong đám giỗ năm sau của nó :loudly_crying_face:
12716,bão ya củ và hậu quả để lại :
12717,Này là nhạc hả mẹ :crying_face:
12718,Thằng bạn tôi bị liệt 2 tay do tập tạ nhưng khi tôi mở bài nhạc này lên nó đã cố gắng dùng chút sức lực cuối cùng để lấy cái điện thoại tôi đập xuống đất :crying_face:
12719,đối thủ anh du ký của chubin
12720,Nể thật trông có ra cái qq gì không : )
12721,""" New torture method dropped "" ."
12722,"Năm 2024 đến bây giờ vẫn đang trào lưu body xôi thịt với kiểu trend cao to vạm vỡ , ông hoàng cơ bắp các kiểu Ghép vào nhạc của Tuấn Vũ sẽ hợp lý hơn"
12723,Anh trai say gey
12724,Giai điệu hay nè nghe lần đầu :red_heart:
12725,"không hiểu sao nghe bài này tôi liền liên tưởng đến nỗi nhớ của Tràng dành cho thị trong tác phẩm vợ nhặt , nhặt như cạc"
12727,vãi cả lúa 1m views = )
12728,"Đcm đúng là thảm hoạ , rác phẩm tiêu biểu của làng ẻ chảy nước nhà = ="
12729,tất cả lịch bản đã được biên hết rồi
12730,1tr view thì 900k từ sbtc
12731,"Nếu bài này có 1 lyrics khác , beat khác , dòng nhạc khác , ca sĩ khác , được sáng tác vào thời điểm khác thì sẽ cháy lắm :speaking_head: :fire:"
12733,NHẠC NHƯ * BEEP *
12734,nhạc dở vậy mà cũng sáng tác ra được sợ thiệt sự
12735,Nếu hồi đấy bài hát này được phát hành thì khi bật lên quân địch đã tự đầu hàng rồi .
12736,"Không biết vì lí do gì mà bạn ĐPQ lại comeback như báo hiệu cho một tai hoạ mới , nhưng thực sự bài hát này phát hành vào đúng lúc thị trường âm nhạc việt nam đang rất là bình ổn bài hát của bạn như ngôi sao phát sáng giữa bầu trời đêm tĩnh mịch như dự đoán đúng là mang đến một tai hoạ mới cho âm nhạc cảm ơn ĐPQ tôi đã điếc , respect Quí"
12738,cảm ơn anh vì em có đứa bạn thân bị tai nạn 2 năm trước và bị ngồi xe lăn hôm trước em mở bài này cho nó nghe xong nó phải đứng dậy để chạy ra tắt nhạc . Thật cảm ơn anh !
12739,"Thật sự thì giai điệu bài này nghe khá bắt tay . Nhưng lyric thì quá nghèo , có mấy từ cứ lặp đi lặp lại . Thêm mấy cái jokesex vào cũng khá nhạt nhẽo ."
12740,càng nghe càng cuốn ý
12741,Tuy nhạc như cc nhưng lượt xem cũng nhiều
12742,Qua đã :face_with_tears_of_joy: :face_with_tears_of_joy:
12743,", :face_vomiting:"
12744,Harry Styles - Watermelon Sugar giống bài này thế ta khúc chorus
12745,Xem thiên lý ơi 100 lần hay xem pickleball
12746,Bài như coin card cũng ra bài cho được . Méo hiểu kiểu gì : )
12747,"nói đùa tập trung 30s mới nghe ra hát tiếng việt . Rác kinh khủng , tốn băng thông xem cái này"
12748,Nếu loài khỉ nghe được có khi loài khỉ có tiến hóa có chí thông minh ngay và yêu cầu tắt bài hát
12749,"Nhạc hay đến mức người ngồi xe lăn như chúng tôi cũng phải đứng dậy để tắt nhạc , cảm ơn tác giả"
12750,Ôi 1 bản nhạc quá sức tưởng tượng 1 tuyệt tác của âm nhạc thế giới tôi đã khóc khi xem xong mv này :growing_heart:
12752,"Đúng là hát nhạc rác cỡ này :smiling_face_with_sunglasses: , thì sao nổi được :smiling_face_with_sunglasses: , hèn gì tới giờ vẫn là ca sĩ rác :smiling_face_with_sunglasses:"
12754,Mặc kệ ai nói gì bài này của anh xứng đáng đi thẳng vào sự vô tri của thế giới âm nhạc nghe xong làm ngừoi ta quên mất đi cứ cầm mic lên là thành ca sĩ
12755,Một người em của tôi sau khi chia tay nghe bài này đã thấy yêu đời hơn không phải vì nó hay mà là bài này nó còn tồi tệ hơn cả chuyện tình cảm của nó
12756,Lúc trước tôi tưởng Trình HTH là đẳng cấp nhất cho tới khi nghe được bài này
12757,Mịa bede del chịu được :face_with_tears_of_joy:
12758,Bấm vào vid để nghe nhạc :cross_mark: Bấm vào vid để đọc comment :check_mark_button:
12759,nhai jawline 1 năm mà đã tới lúc làm mv :face_with_tears_of_joy:
12760,nếu bài này được ra mắt từ lúc pháp đô hộ thì bọn pháp sẽ rút lui hết bởi 100 cái loa bật bài này :skull: :skull_and_crossbones:
12761,Mé nhạc dở :face_vomiting:
12762,tôi không ngờ đã thời văn minh lại có hình thức tra tấn dã mãn như vậy được phát minh :fire: hình thức tra tấn hiệu quả nhất tôi từng biết :penguin:
12763,OMG Hisoka play pickleball
12764,Không chỉ lời bài hát khiến cho nhiều người hét lên vì đâu lỗ tai và bị u người thư mà cách quay cũng giống một bộ anime bóng đá nào đó :crying_face:
12765,Nhạc lòn gì vậy
12766,MV hay :cross_mark: Comment hay :check_mark_button:
12767,nghe mà nứng
12768,"qua hay , dung la 1 hien tuong am nhac . Cam on anh Do Phu Qui rat nhieu vi 1 san pham cuc ky chat luong < 3"
12769,Nhạc đã cháy mong tác giả bài này cháy lun đi vì nó hay quá
12770,Hãy cho bài hát này vào những bài hát tra tấn kinh khủng nhất thế giới
12771,ngày tồi tệ đầu tiên sau khi biết nghe
12772,anh trrai say gay
12773,hay quas anh oi
12774,Nghe như cc í : ) )
12775,Nghe nhiều bị nghiền á . Hay
12776,nhac hay nhu buoi ` dam ’ dai ’
12777,"Đang ngồi ia , không ra được may có bài nhạc này khiến cục rơi ra không chỉ vậy chúng còn nhảy theo từng nhịp beat , 1 trong số chúng còn nhảy lên xả nước và tự nhảy vào bồn . Cảm ơn Đỗ Phú Ngu rất nhiều Piss and Love"
12778,Chúng mày cứ chê mà vẫn nghe nó lên 1tr view rồi kìa
12779,Cuộc đời tôi chưa nghe bài nào dở như này
12780,"chưa nghe bài nào hay đến vậy , em đã khóc < 3"
12781,Ksi có đối thủ rồi .
12782,"hiếp dâm lỗ tai , đéo hiểu tư duy âm nhạc kiểu l gì mà lại chọn được cái bài củ chị này mà hát"
12783,pít cồ bôn đỉnh vI mấy con gà biết gì : vậy
12784,Một sự thất bại của tạo hoá
12785,dcm . hát cc giờ vay
12786,Nhạc cảm thấy gay cấn :smiling_face_with_hearts: :smiling_face_with_hearts:
12787,Xía Xía :red_heart:
12788,Ủa thấy hay mà . Thấy khắp nơi chê vô coi thử
12789,ngon
12791,nhặc như cạc
12792,sao dám phải hành vậy trời . Nó dở kinh khụng khiếp luôn á .
12793,"Ủa lúc sáng tác không cho ai nghe thử hả ta , lúc hát không thấy nó ngang ngang dở dở hả ? :face_with_tears_of_joy:"
12794,Hot boy bò liếm
12795,Bài hay lắm mọi người nói gì vậy :crying_face: anh ĐPQ mún đi đánh pickable với em chìu nay không
12796,Nghe mà xuất
12797,Anh zai nhìn gay vãi cả lúa
12798,em haam mộ ang lầu gòi óo
12799,Trending :astonished_face:
12800,anh hát hay quá ! elm êu ah ~ `
12801,Thảm hoạ của nền âm nhạc việt nam : )
12802,"Mv mà nó cứ quay post dáng + bài hát "" cực kì "" hay = thảm họa"
12803,"Thằng bạn mình nằm liệt giường được 2 năm vừa bật dậy tắt quả nhạc này . Thật là một kì tích , mình rất cảm ơn Đỗ Phú Quí đã làm bản nhạc này :red_heart:"
12804,Bài hay thật sự hay đến nỗi tôi bị điếc tai rồi á
12805,Bài này cũng hay mà sao nhiều người trêu thế
12806,"Vào ngày 16 / 11 / 2024_Hàng loạt bệnh viện tiếp nhận nhiều bệnh nhân , trong đó phần lớn là tăng huyết áp , thủng màng nhĩ , các vấn đề tim mạch , nhức đầu và một số vấn đề khác . Phỏng vấn cho thấy đa số bệnh nhân đã nghe bài píc cồ bon : )"
12807,Thật ghen tị với người điếc :smiling_face_with_halo: :smiling_face_with_halo:
12808,Top thịnh hành ác tôi :beaming_face_with_smiling_eyes:
12809,Đcm nghe như cái đầu buồi vậy :crying_face: :crying_face:
12810,trứng dái phát nổ khi nghe bài này
12811,đừng nhìn mặt mà bắt hình rong là có thật0_0
12812,Đang ngủ mà nghe thằng em mở bài này thức mẹ luôn rồi ra dực điện thoại nó tắt xong vô ngủ luôn đúng là thảm họa hạc nhân
12814,"Tôi cảm ơn bạn thằng bạn tôi bị liệt , nó nghe xong bài này phải đứng dạy tắt nhạc"
12815,Xem cứ thấy ớn ớn y như cái supper idol gì bên Trung á nhỉ :face_vomiting: :face_vomiting:
12816,"mẹ ơi không hiểu gì lun , đó vãi"
12818,đối thủ của think of it
12819,Hôm nay loa truyền thanh của phường em mới phát bài này . Giờ em ra đường cứ như lúc đại dịch Covid - 19 ấy mọi thứ đều phong toả . Cảm ơn anh ĐPQ nhờ đó đã không còn xảy ra tình trạng kẹt xe nửa .
12820,"11 ngày 1tr view lận mà : ) , siêu cấp nhạc"
12821,Đmm
12822,anh trai phế vật nhất atsh
12823,Nice
12824,"Cười sặc máu L , cười ói máu L"
12825,"Cảm ơn Đỗ Phú Quí , quàn cafe em đang vắng khách , ế ẩm , em liền liều bật bài này trên loa Bluetooth . Hôm sau quán em sập luôn ."
12826,Người điếc nge còn phản cảm :clown_face:
12827,hay qua anh
12829,Nhạc nhuhaihondaitao
12830,Làm cái gì khó coi vậy trời
12831,đọc cmt hài :face_with_tears_of_joy:
12832,Ghen tị với người điếc
12833,Một màn debut có thể goih là thành công về độ viral :party_popper:
12834,Đũy mẹ dùng youtube premium bấm vô xem tí nữa nó lại tự động tải cái video này về cho mà xem :clown_face: :clown_face:
12835,Chê mà mấy ông cày đến 1tr view : ) )
12836,Nói thật thì lời nó hơi ấy thôi chứ giai điệu nó hay mà
12837,nghe như nhạc sex
12839,Thế mà nó vẫn dám hát được . Nể thật . không còn từ gì để nói :face_with_tears_of_joy:
12840,Đây là thick of it của việt nam chăng : )
12841,rick roll việt nam là có thật
12842,Nhạc như cc còn thua j97 :clown_face: :red_heart:
12843,Mở bài này ở đám tang của tôi để mọi người ghen tị với việc tôi nằm trong quan tài :smiling_face_with_sunglasses:
12844,Một ngày tuyệt vời để bị điếc
12845,Nhạc sex gay à .
12846,Bí cà bo
12848,cảm ơn anh quý bài hát rất hay mong anh quý xoá bài nhé nghe điếc cả đít
12849,"Kể từ biết đến nhạc này , thằng bạn tôi bị què tự nhiên bật dậy tắt tivi"
12850,Thế mà Mỹ bảo đấy chỉ là thuốc diệt cỏ
12851,I ' mày here after seeing that one gojo với sukuna as this song với thick of it meme
12852,Nhạc dở nhưng top tren thì gọi là hay hay là dở
12853,"Tôi đang đi thăng hoa , bật bài này khiến tôi không tài nào thăng hoa được :red_heart:"
12854,"tôi có thôi bạn tên Trung bị tai biến 3 năm , sau khi nghe nhạc của anh , nó tự đứng dậy tắt nhạc được rồi cảm ơn anh nhiều lắm < 3"
12855,nói sợ anh buồn chứ bài này như chị * chị
12856,Ủa ? ? Gửi tới một số bạn chê bài nhạc phim “ Titanic ” - Thứ nhất : bài đó không phải tên là Titanic mà là “ My heart will go on ” - Thứ hai : bài đó hay và ý nghĩa mà ? Sao lại gọi là thảm hoạ được ?
12857,"Không nhưng mà mục comment còn đặc sắc hơn bài hát nữa , tôi vào vì những dòng comment được chia sẻ trên Facebook"
12858,"ông bạn của tôi đã mất và nằm trong quan tài thay vì mở nhạc đám tang thì tôi lại mở peek - anh - boo để nghe , không ngờ ông bạn của tôi bật nắp quan tài ngồi dậy để tắt bài nhạc , Cảm ơn anh đã cứu 1 mạng người :red_heart:"
