,processed_text
9409,"trường tôi vốn dĩ đầy ấp những học sinh cá biệt , tôi là hiệu trưởng và đau đầu vì chưa có cách giải quyết nhưng cho tới 1 ngày tôi được đề xuất bật bài này lên , tôi đã làm theo bật trên loa trường và tất cả các em học sinh đều lăn ra sùi bọt mép , nhưng cả tôi và giáo viên cũng phải chịu ảnh hưởng của nó và bây giờ tôi đang phải cấp cứu trong viện , nhưng tôi vẫn không lo việc học sinh quậy phá vì hiện tại tất cả các em đều trong trạng thái sợ hãi tột độ và ngoan ngoãn hơn kể cả giáo viên vì họ không muốn nghe lại cái thảm họa này lại lần 2 nữa . Cảm ơn Đỗ Phú Quí . :red_heart:"
9410,"tôi là người làm việc trong công ty tổ chức đám tang . Hôm nay tôi phải chọn một bài hát để phát nền , xin hỏi tôi có chọn bài phù hợp không ạ ? ( tôi bị điếc )"
9411,Nếu chiến tranh TG thứ 3 nổ ra việt nam chỉ cần giới thiệu bài này cho Nga thì u cà và NATO sẽ đầu hàng vô điều kiện
9412,Tnh bị iar khdc mà tnh nghe em phọt ra hêt cmnr :smiling_face_with_hearts: tks anh
9413,"Ê đéo hiểu ai sáng tác được bài này nhỉ , chắc đéo còn là người mà thoái hoá là khỉ rồi"
9414,hết cứuu
9415,Tôi sẽ lấy nhạc này làm chuông báo thức để tôi có thể trước nó
9416,ông này như gay ý
9417,bài hát rất hay
9418,Khuyên mọi người nên nghe bài này lúc đi ỉa
9419,"ủa sao cnay lại ảnh hưởng đến tai vậy mọi người , thấy đọc trog bl ai cũng cmt điếc tai phải trái gì đó mình không hiểu ạ , mong ai gthich với"
9420,nghe mà đau mắt đỏ vãi cả lúa
9421,Chúng ta sẽ có cuộc chiến giữa bài hát skibidi nhất Việt Nam và Thick Of It của thế giới :loudly_crying_face: :loudly_crying_face: :folded_hands:
9422,anh này giống gay vậy
9423,Chúng ta đã có đối thủ xứng tầm với thick of it của KSI
9424,tôi nghĩ có sự hỗ trợ của chat gpt :skull_and_crossbones:
9425,"Nhạc hay vãi , mình nghĩ nên giấu nó đi chứ đừng đăng"
9426,Thầy thuốc quốc dân luôn :face_with_tears_of_joy: . Khéo cuối năm được Hiệp hội Y học việt nam trao bằng khen ý chứ
9427,"Truyền thuyết kể rằng , tiền thân của loài cá ngày nay vào khoảng 460tr năm trc đã tự làm cụt tứ chi của mình sau khi tiên tri được 460tr năm sau có 1 loài vật phát minh ra bài hát này"
9428,Mình thấy bài sashimi của chi pu còn hay hơn ý :red_heart:
9429,oách xà lách vô cùng ! 1 ! :penguin: :speaking_head: :fire:
9430,"hay quá anh ơi , cuốn quá trời"
9431,"Đột nhiên người bạn bị liệt nửa người dưới của tôi khi nghe bài này lại có thể đứng lên và tắt nhạc , thật vi diệu , cảm ơn tác giả nhiều !"
9432,Viral và trở thành top trending vì quá dở :face_with_tears_of_joy: .
9433,""" Bài hát thật hay "" ( một người bạn bị điếc chia sẻ"
9434,tôi đề nghị chủ tịch nước cho bài hát này vào danh sách các bài hát man dợn và đáng sợ nhất
9435,Nhạc cái đkm mày à thằng gay
9436,hay mà mọi người
9437,tôi đề
9438,Bài hát như cức lượt xem cao chủ yếu là tò mò do trên facebook tiktok chê nên vào xem
9439,Cảm ơn sau khi nghe bài này tôi đã ỉa được :smiling_face:
9440,Hát như đấm vào bạn
9441,Comment hay hơn nhạc = )
9442,nhìn cứ gay gay á = ) :skull:
9443,Khi âm nhạc là liều thuốc chuột
9444,"cảm ơn tác giả đã cứu bạn tôi , bạn tôi bị tai nạn đang hôn mê cho đến khi youtube nó tự next đến bài này , bạn tôi nghe thấy liền bật dậy để tắt"
9445,"Bài này ai là tác giả vậy . Nếu chịu khó nghe giai điệu , kiểu sang trọng lắm . Còn lời thì thôi"
9446,mọi người ơi ban đầu tôi thấy bài này hay như cái l tự nhiên giờ tôi thấy hay thật . chắc tôi phải đi khám lại .
9447,: > không ngờ dám đăng ạ
9448,như nhạc cho thiếu nhi á bay oii
9449,Nghe nhiều thấy cũng hay mà
9450,Nghe riết cũng thấy hay
9451,1 câu thôi đáng sợ còn hơn cả lúc bị mất vở văn cuối năm
9452,bạn ơi bài của bạn hay quá nên sau khi nghe xong ông tôi từ người tay thính nhất xóm đã thành người của câu lạc bộ người điếc
9453,cảm ơn tác giả vì làm tôi điếc mẹ tai làm không . không nghe được lời mẹ nói đi cắm cơm ạ :neutral_face: :neutral_face:
9454,dở vãi cả lúa nghi xong ngứa hết cả đít
9455,nghe nhiều cũng cuốn ae ạ
9456,Bài hát nhảm như vậy cũng nhiều view nhỉ ?
9457,"Em cảm ơn anh vì đã tạo ra một kiệt tác của nhân loại . nơi bài hát này khiến con người hoàn toàn trầm cảm sau khi nghe xong , có lẽ chúng ta nên đưa phương pháp này vào một trong những cách tra tấn người khác khủng khiếp nhất chỉ sau những bài hát của ' Trần Đức Bo ' :smiling_face_with_hearts:"
9458,Hitler phải sống dậy và nói còn có thứ bad hơn cả mình
9459,"biết ơn quá quá , tôi mở nhạc cho người bạn bị liệt của tôi mà đột nhiên nó đứng dậy tắt nhạc luôn ."
9460,Cảm ơn anh Quí em là 1 người ít nói trầm tính trong lớp và không muốn ai bắt chuyện với mình và sau khi bật bài này mấy thk trong lớp đã phải né xa em ra và em đã tách biệt với thế giới không nghe 1 cái gì cả vì em đã bị điếc
9461,Nếu chọn 1 trong 2 bài pí cà bô hay thick of it để nghe tôi chọn thick of it :moai: :OK_hand:
9462,Nghe một lần nhớ tới già luôn sao Sao lại phát hành cái bài này :face_with_tears_of_joy: :face_with_tears_of_joy: .
9463,nhac nhu duoi bau
9464,Ae cứ chê bài này nhể thằng bạn tôi nó hôn mê bật bài này nó tỉnh lại luôn đó là sức mạnh của âm nhạc đấy :smiling_face_with_smiling_eyes:
9465,Ý là nghe nhiều cũng thấy hay ạ : )
9466,"Đọc cmt không biết các bạn chê lyric hay chê nhạc , giai điệu , . nữa . Nhưng riêng lyric thì so với một số nhạc Việt hoặc rap Việt hiện tại thậm chí nhạc nước ngoài thì một vài bài quá xá nhảm nhí các bạn vẫn nghe :face_with_tears_of_joy:"
9467,sau khi nghe bài này xong mình đỡ wibu hẳn
9468,Tôi nghe như đấm vào tai ý
9469,nghe xong tôi tưởng tôi bị không . giờ . ù . người . gì á bây
9470,"báo cáo bài này hộ tôi cái , nhạc rác"
9471,Tôi bị điếc thật nhưng bài này bị hay mà
9472,MV thì thiếu tiền thuê diễn viên và hậu trường :smiling_face_with_smiling_eyes:
9473,Mọi người nghe bài này sai cách nên mới thấy không hay chứ mọi người phải giả điếc nghe mới hay
9474,Cảm ơn đỗ Phú Quý khi anh đã giúp bạn tôi từ người thực vật đã có đứng lên tắt bài hát . Anh thật tốt bụng :red_heart: Bài hát như chu bin :face_with_tears_of_joy:
9475,đẹp trai mà làm quả nhạc bùng nổ quá : D
9476,Đúng là không có khả năng làm nhạc . suy nghĩ lyric quá bí :face_with_tears_of_joy:
9477,"Em có thằng bạn cực kì mê môn Pickleball đến mức nó toàn rủ em chơi môn này , rất khó chịu nhưng từ lúc em cho nó nghe bài này thì nó đéo rủ em chơi nữa , rất cảm ơn anh : )"
9478,tôi sau khi nghe nhạc này đầu tồi choáng váng và đau đầu nữa
9479,Móa đọc cmt cười điên : ) )
9480,"Nếu không phải do lyrics thì bài này sẽ được đón nhận tích cực , melody nghe khá là catchy mà : ' ) )"
9481,"Nhờ bài này mà tôi đã không cần nghe mấy tiếng nói xấu ở trên lớp , vì nghe xong tôi ung thư tai giai đoạn hấp hối , không cần nghe mấy tiếng đó nữa ( điếc rồi ) , cảm ơn tác giả rất nhiều vì đã hát bài này"
9482,"Đang táo bón mà nghe bài này xong ỉa mượt như "" sân siu """
9483,:face_with_open_mouth: quá đẳng cấp
9484,Nhờ có bài hát này mà thằng bạn tôi kiếm được ít tiền từ bảo hiểm nhân thọ :penguin:
9485,"tôi vào đây nghe thử bài này , hồi đó bị ù tai , nghe xong điếc cmn luôn : vậy"
9486,Bạn bị liệt hãy nghe pickleball bạn sẽ đi lại được
9487,Mẹ keep phí con beat vãi cả lúa
9488,Tôi lúc 10 tuổi nghe tin trái đất sẽ bị hủy diệt sau 500 năm nữa Trái đất năm 2024 :
9489,bạn tôi là người bị liệt chân đã đứng dậy để tắt bài hát này : ) )
9490,Thể loại âm nhạc đéo gì đây :rolling_on_the_floor_laughing:
9491,Hẹn em pickleball nhé : )
9492,ANH CÓ 1 TIỀM NĂNG ANH NÊN DẤU MẸ ĐI
9493,""" Chúng mày cứ nghe đi , không sao đâu ! "" - Một người điếc nói -"
9494,Bạn em bị bệnh liệt hai chân nhưng nghe bài này nó phải dứng dậy để tắt . Anh hát hay lắm lần sâu đừ hát nữa
9495,Nghe nhiều cũng hay
9496,Đọc comment của mọi người còn hay hơn bài này :red_heart:
9497,vãi cả lúa bài này 1 . 6 trời người xem rồi
9498,"Tôi là fan Đỗ Phú Quí 10 năm từ lúc bạn debut , tôi thật khâm phục bạn trước sau như 1 , 10 năm trước và 10 năm sau vẫn dở như vậy ."
9499,Hình thức tra tấn mới à ?
9500,Vậy chứ nếu là nhạc hàn tụi nó vô khen rối rít cho coi
9501,Không phải Pickleball mà là one night stand môn thể thao mới của dân anh chị . Tốt da đẹp dáng
9502,Tôi thà xem boku no pico còn hơn là nghe bài hát này
9503,"thôi mọi người đừng toxic anh , lần sau anh sẽ rút kinh nghiệm"
9504,tuyet voi :heart_suit:
9505,Nhạc Ioz như đầu buồi vậy
9506,Như con gì á
9507,"tính ra ai cũng chê , vậy mà lọt top trending kìa mấy ní"
9508,khúm núm cmnr
9509,Tôi đã hết táo bón
9510,"Thật sự thì cám ơn anh Quí đã ra được bài hát hay và thần kỳ như này , trong vòng một tuần nay em đã bật bài này cho đứa em bị bại liệt của em và nó đã đứng dậy để tắt nhạc , em rất vui về điều đó cảm ơn anh rất nhiều ! ! :red_heart:"
9511,"oog anh có tiềm năng tiềm ẩn thì giấu mẹ đi , kẻo thằng đg táo bón phọt hết mẹ cứt giờ"
9512,"đìu top 23 danh mục âm nhạc thịnh hành , với cái kênh 11 , 2 nghìn người đk thì mv này thành công vãi cả lúa"
9513,"Bài nhạc dở nhất tôi từng nghe , méo hiểu hát lol gì luôn"
9514,Anh bạn đã nấu ăn và cho người nghe ngộ độc thực phẩm
9515,Nhạc hay không Comments hài vô cực
9516,Càng nghe càng muốn đấm thằng làm nhạc :face_with_tears_of_joy:
9517,Top mấy trending rồi mọi người ơi ?
9518,Ê tôi thấy cũng hay mà :grinning_face_with_sweat:
9519,Ôi zời ơi :raised_hand: :slightly_frowning_face:
9520,Biết vậy nghe nhạc của Jack còn hơn
9521,"Có ai đó bật bài này trong đám tang của tôi , giờ thì mọi người ghen tị vì tôi là người nằm trong quang tài :skull:"
9522,ý nghĩa của bài này mà mọi người cứ kêu điếc vậy
9523,+ 1 dislike
9524,tất cả đều tuyệt vời trừ nhạc : ) :smiling_face_with_smiling_eyes:
9525,nếu bài này ra đời vào 1900 thì tai nạn tàu tintanic sẽ không phải là thảm hoạ duy nhất của năm đó
9526,10 like và tôi sẽ hát bài này trước hội trường
9527,"Bạn em bị liệt từ nhỏ , khi nghe thấy bài hát này thì bạn em nhờ tắt hộ , đấy là lần cuối em nghe thấy nó nhờ mọi người ạ"
9528,:speaking_head: ” Anh hẹn em pickle balls ” :fire:
9529,"tôi ghi nhận bài này tuy không hay , nhưng tôi thấy được sự nỗ lực của một nhạc sĩ mới nhứ Quí . Cố gắng để có thể thành công hơn nhá"
9530,Đây là nhạc sét hay nhất tớ từng nghe :party_popper: :smiling_face_with_heart-eyes: :fire: :fire:
9531,"Bạn tôi từ người bị điếc , tôi bật bài này bạn tôi có thể đứng dậy và tắt bài nhạc này cảm ơn anh vì đã giúp bạn em khỏi điếc :speaking_head: :speaking_head:"
9532,"Tự nhiên hôm nay nghe lại thấy cũng hay :ogre: . Nhưng quan trọng là lời bài hát sáo rỗng vãi cả lúa , chứ để nội dung ý nghĩa thì không chừng cũng hot một cách tích cực . Giai điệu cũng bắt tai chứ bộ"
9533,tôi đang nghe cái gì đây = ) )
9534,"hồi xưa thì "" cắm sừng ai thì cắm "" điếc tai trái , giờ "" ta vờn nhau pickleball "" điếc tai phải đều luôn : )"
9535,Đọc comment buồn cười vãi chưởng :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing:
9536,ủa tôi thấy cũng hay mà hay tai bị sao :grinning_face_with_sweat:
9537,anh ra nhiều nhạc như này đi
9538,nhạc như thế này hủy mọe đi chứ up lên youtube làm chóa gì
9539,đm quả nhạc nghe mà người khuyết tật muốn ngồi dậy
9540,Nếu cả mọi người trên thế giới được đánh số từ 1 - 100 thì tôi sẽ chọn số 24 để bọn họ ghen tị vì tôi không thể nghe được
9541,Cho xin Việt sub .
9542,nghe giải trí thôi 7 / 10 : )
9543,mọe thằng gay mất dạy xàm l * *
9544,"Con bạn của mình nó bị đau chân , mình bật bài hát này lên nó bật lên để tắt bài hát này"
9545,Hôm nay trời em đi hội trại mọi người bật Pickeball nghe :face_with_tears_of_joy:
9546,Anh giấu tính chất MC kĩ quá . Giấu nưax đi anh ! !
9547,Hẹn em pikapon :clown_face:
9548,"Sao mọi người phản ứng mạnh vậy nhỉ , nhạc meme mà : )"
9549,"Cảm ơn anh quí , nhờ bài hát này em đã hết bị ác mộng khi nó khiến em bị trầm cảm :red_heart:"
9550,"Bài này là thứ có thể giúp ta phản bác lại câu "" Ai cũng xứng đáng được sở hữu quyền tự do ngôn luận cả . """
9551,"Đang táo bón , nghe xong ải chỉa luôn :face_with_tears_of_joy:"
9552,Tương lai làm ca sĩ
9553,Hay quá mong anh đừng ra phần 2
9554,"Tôi cũng có thắc mắc là ' ' để Em đập mạnh vào "" là sao không hiểu"
9555,tôi nghe bài này xong toát hết cả mồ hôi đít
9556,xem analog horror còn đỡ sợ hơn cái này
9557,Sau anh trai say hi . Đây là bài hát đầu tiên của anh trai làm tôi xem đi xem lại . :face_with_tears_of_joy:
9558,đom đóm
9559,Rickroll việt nam à ? :penguin:
9560,"Aint no way we got "" Thick of it "" version in Vietnam before GTA 6 :fire:"
9561,"khi tôi bị táo bón nghe xong bài này phọt cứ * tôi như dội nước , cảm ơn anh :face_with_tears_of_joy:"
9562,Hình như Đỗ Phú Quí muốn đấm vào tai mọi người
9563,10đ cho sự sáng tạo ạ
9564,Mê lắm luôn á anh
9565,Hay qua anh oi
9566,"anh này giọng gió hay này , gió trống"
9567,Tôi sẽ bật bài này vào đám tang của tôi để mọi người ghen tị tôi là người ở trong quan tài đó
9568,ngầu quá
9569,nghe hay ma chê cdg
9570,Anh hẹn em pickleball Ta vờn nhau pickleball :speaking_head: :fire:
9571,Sau khi tôi bật bố lần bài này bên cạnh thằng bạn thì nó lấy đt tôi ném vỡ và đe doạ không được bật không tôi sẽ thay cái đt
